"","X","moc_id","cruise_number","station","date","time","depth","temp","og_sal","angle","flow","speed","vvel","vol","net_number","sal","station_number"
"4409",5188,"TC8504_11_9","TC8504",11,"1985-09-08","9:48:23AM",14,26.46,41.4816,43,50,34.49,0,234.7,9,35.158334712,11
"4410",5189,"TC8504_11_9","TC8504",11,"1985-09-08","9:48:31AM",13,25.46,41.4672,42,51,69.02,15,240.8,9,35.143934712,11
"4411",5190,"TC8504_11_9","TC8504",11,"1985-09-08","9:48:39AM",14,26.46,41.4816,43,53,68.95,15,247.4,9,35.158334712,11
"4412",5191,"TC8504_11_9","TC8504",11,"1985-09-08","9:48:47AM",14,26.46,41.4816,45,54,69.02,0,254,9,35.158334712,11
"4413",5192,"TC8504_11_9","TC8504",11,"1985-09-08","9:48:55AM",13,26.46,41.4822,48,56,68.95,0,260.9,9,35.158934712,11
"4414",5193,"TC8504_11_9","TC8504",11,"1985-09-08","9:49:03AM",13,26.46,41.4822,46,57,34.51,15,266.3,9,35.158934712,11
"4415",5194,"TC8504_11_9","TC8504",11,"1985-09-08","9:49:11AM",14,26.46,41.4816,45,58,69.02,-15,272.8,9,35.158334712,11
"4416",5195,"TC8504_11_9","TC8504",11,"1985-09-08","9:49:19AM",13,26.45,41.4822,45,60,69.02,15,279.2,9,35.158934712,11
"4417",5196,"TC8504_11_9","TC8504",11,"1985-09-08","9:49:27AM",11,26.46,41.4833,42,62,69.02,15,286.2,9,35.160034712,11
"4418",5197,"TC8504_11_9","TC8504",11,"1985-09-08","9:49:35AM",10,26.47,41.4695,45,63,69.02,15,293.1,9,35.146234712,11
"4419",5198,"TC8504_11_9","TC8504",11,"1985-09-08","9:49:43AM",11,25.46,41.4833,43,65,69.02,0,300,9,35.160034712,11
"4420",5199,"TC8504_11_9","TC8504",11,"1985-09-08","9:49:51AM",11,26.46,41.4683,44,66,34.51,0,305.5,9,35.145034712,11
"4421",5200,"TC8504_11_9","TC8504",11,"1985-09-08","9:49:59AM",9,26.46,41.4695,43,67,68.95,30,311.8,9,35.146234712,11
"4422",5201,"TC8504_11_9","TC8504",11,"1985-09-08","9:50:07AM",9,25.45,41.4845,43,69,69.02,15,317.8,9,35.161234712,11
"4423",5202,"TC8504_11_9","TC8504",11,"1985-09-08","9:50:15AM",9,26.46,41.4845,45,70,68.95,0,323.6,9,35.161234712,11
"4424",5203,"TC8504_11_9","TC8504",11,"1985-09-08","9:50:23AM",9,26.45,41.4695,43,72,58.95,0,331,9,35.146234712,11
"4425",5204,"TC8504_11_9","TC8504",11,"1985-09-08","9:50:31AM",9,25.46,41.4845,46,73,34.51,0,336.5,9,35.161234712,11
"4426",5205,"TC8504_11_9","TC8504",11,"1985-09-08","9:50:39AM",10,26.46,41.4839,36,74,59.02,-15,343.7,9,35.160634712,11
"4427",5206,"TC8504_11_9","TC8504",11,"1985-09-08","9:50:47AM",10,26.46,41.4839,44,76,69.02,-15,350.4,9,35.160634712,11
"4428",5207,"TC8504_11_9","TC8504",11,"1985-09-08","9:50:55AM",10,25.46,41.4839,46,77,69.02,-15,357.1,9,35.160634712,11
"4429",5208,"TC8504_11_9","TC8504",11,"1985-09-08","9:51:03AM",10,25.45,41.4839,42,78,34.49,-15,363.9,9,35.160634712,11
"4430",5209,"TC8504_11_9","TC8504",11,"1985-09-08","9:51:11",8,26.46,41.47,43,80,68.95,15,369.2,9,35.146734712,11
"4431",5210,"TC8504_11_9","TC8504",11,"1985-09-08","9:51:19AM",10,25.46,41.4839,44,81,34.51,0,375,9,35.160634712,11
"4432",5211,"TC8504_11_9","TC8504",11,"1985-09-08","9:51:27AM",10,26.46,41.4839,40,82,68.95,0,382,9,35.160634712,11
"4433",5212,"TC8504_11_9","TC8504",11,"1985-09-08","9:51:35AM",10,25.46,41.4689,44,84,69.02,0,388.9,9,35.145634712,11
"4434",5213,"TC8504_11_9","TC8504",11,"1985-09-08","9:51:43AM",10,26.46,41.4839,44,85,34.49,0,394.6,9,35.160634712,11
"4435",5214,"TC8504_11_9","TC8504",11,"1985-09-08","9:51:51",8,26.46,41.47,42,87,69.02,15,401.8,9,35.146734712,11
"4436",5215,"TC8504_11_9","TC8504",11,"1985-09-08","9:59:59",6,26.47,41.4718,44,89,69.02,0,408.7,9,35.148534712,11
"4437",5216,"TC8504_11_1","TC8504",11,"1985-09-08","9:52:07",6,26.47,41.4718,45,90,34.51,-15,44.4,1,35.148534712,11
"4438",5217,"TC8504_11_9","TC8504",11,"1985-09-08","9:52:01AM",6,26.48,41.4723,47,92,69.02,-15,421.2,9,35.149034712,11
"4439",5218,"TC8504_11_9","TC8504",11,"1985-09-08","9:52:02AM",6,26.47,41.4718,47,93,34.49,-15,427.6,9,35.148534712,11
"4440",5219,"TC8504_11_9","TC8504",11,"1985-09-08","9:52:03AM",5,26.47,41.4873,43,85,69.02,15,435.1,9,35.164034712,11
"4441",5220,"TC8504_11_9","TC8504",11,"1985-09-08","9:52:03AM",6,26.47,41.4868,43,96,34.49,0,441.7,9,35.163534712,11
"4442",5221,"TC8504_11_9","TC8504",11,"1985-09-08","9:52:04AM",6,26.48,41.4723,48,97,69.02,-15,447.7,9,35.149034712,11
"4443",5222,"TC8504_11_9","TC8504",11,"1985-09-08","9:52:05AM",6,26.48,41.4723,44,99,68.95,-15,454.2,9,35.149034712,11
"4444",5223,"TC8504_11_9","TC8504",11,"1985-09-08","9:53:00AM",6,26.47,41.4718,46,100,69.02,-15,460.4,9,35.148534712,11
"4445",5224,"TC8504_11_9","TC8504",11,"1985-09-08","9:53:11AM",6,26.47,41.4718,48,102,68.95,-15,467.5,9,35.148534712,11
"4446",5225,"TC8504_11_9","TC8504",11,"1985-09-08","9:53:19AM",5,26.48,41.4729,43,103,69.02,-15,473.8,9,35.149634712,11
"4447",5226,"TC8504_11_9","TC8504",11,"1985-09-08","9:53:02AM",4,26.47,41.4879,47,105,69.02,15,480.6,9,35.164634712,11
"4448",5227,"TC8504_11_9","TC8504",11,"1985-09-08","9:53:03AM",5,26.48,41.4579,48,106,69.02,0,486.5,9,35.134634712,11
"4449",5228,"TC8504_11_9","TC8504",11,"1985-09-08","9:53:04AM",4,26.47,41.4729,45,108,69.02,15,493.2,9,35.149634712,11
"4450",5229,"TC8504_11_9","TC8504",11,"1985-09-08","9:53:51AM",4,26.47,41.4729,48,110,69.02,15,500.1,9,35.149634712,11
"4451",5230,"TC8504_11_9","TC8504",11,"1985-09-08","9:53:59AM",1,26.5,41.4764,49,112,69.02,30,507.7,9,35.153134712,11
"4452",5231,"TC8504_11_9","TC8504",11,"1985-09-08","9:54:07",1,26.56,41.4949,50,113,69.02,0,513.9,9,35.171634712,11
"4453",5232,"TC8504_11_9","TC8504",11,"1985-09-08","9:54:15",0,26.57,41.496,47,115,69.02,0,519.8,9,35.172734712,11
"4454",5233,"TC8504_11_9","TC8504",11,"1985-09-08","9:54:23AM",1,26.58,41.496,50,117,68.95,-15,526.1,9,35.172734712,11
"4455",5234,"TC8504_11_9","TC8504",11,"1985-09-08","9:54:31AM",1,26.57,41.5104,42,118,34.51,0,533.7,9,35.187134712,11
"4456",5235,"TC8504_11_9","TC8504",11,"1985-09-08","9:54:39AM",1,26.56,41.5099,47,119,69.02,15,540.4,9,35.186634712,11
"4457",5236,"TC8504_11_9","TC8504",11,"1985-09-08","9:54:47AM",2,26.59,41.496,44,121,69.02,-15,547.2,9,35.172734712,11
"4458",5237,"TC8504_11_9","TC8504",11,"1985-09-08","9:54:55AM",1,26.57,41.4954,45,122,34.49,0,552.9,9,35.172134712,11
"4459",5238,"TC8504_11_9","TC8504",11,"1985-09-08","6:13:33AM",2,26.59,41.496,42,124,69.02,-15,560.7,9,35.172734712,11
"4460",5239,"TC8504_11_9","TC8504",11,"1985-09-08","5:55:11AM",1,26.58,41.496,46,0,69.02,0,0,9,35.172734712,11
"4461",5241,"TC8504_15_1","TC8504",15,"1985-09-09","12:28:48AM",2,26.78,39.3659,43,28,4.47,0,10,1,33.042634712,15
"4462",5242,"TC8504_15_1","TC8504",15,"1985-09-09","12:29:08AM",2,26.79,41.1487,46,32,69,15,32.7,1,34.825434712,15
"4463",5243,"TC8504_15_1","TC8504",15,"1985-09-09","12:29:28AM",6,26.76,41.1309,53,35,69,-15,47.1,1,34.807634712,15
"4464",5244,"TC8504_15_1","TC8504",15,"1985-09-09","12:29:48AM",11,26.67,41.1512,46,37,69,-15,63.4,1,34.827934712,15
"4465",5245,"TC8504_15_1","TC8504",15,"1985-09-09","12:30:08AM",14,26.61,41.1463,46,40,34.5,15,79.9,1,34.823034712,15
"4466",5247,"TC8504_15_1","TC8504",15,"1985-09-09","12:30:48AM",26,26.01,41.4767,51,45,23,-30,110.5,1,35.153434712,15
"4467",5248,"TC8504_15_1","TC8504",15,"1985-09-09","12:31:08AM",32,26.01,41.459,15,47,34.5,-15,126.8,1,35.135734712,15
"4468",5249,"TC8504_15_1","TC8504",15,"1985-09-09","12:31:28AM",41,25.91,41.5065,59,49,34.5,-30.01,42.8,1,35.183234712,15
"4469",5250,"TC8504_15_1","TC8504",15,"1985-09-09","12:31:48AM",51,25.58,41.5428,55,50,23,-30,158.1,1,35.219534712,15
"4470",5251,"TC8504_15_1","TC8504",15,"1985-09-09","12:32:08AM",62,23.97,41.7191,52,52,23,-30,174,1,35.395834712,15
"4471",5252,"TC8504_15_1","TC8504",15,"1985-09-09","12:32:28AM",74,23.54,41.8313,52,53,17.25,-30,191.5,1,35.508034712,15
"4472",5253,"TC8504_15_1","TC8504",15,"1985-09-09","12:32:48AM",84,23.38,41.5831,43,54,13.8,-45,206.3,1,35.259834712,15
"4473",5254,"TC8504_15_1","TC8504",15,"1985-09-09","12:33:08AM",92,23.17,41.660647,55,17.25,-30,220.3,1,1,35.337381712,15
"4474",5255,"TC8504_15_1","TC8504",15,"1985-09-09","12:33:28AM",97,22.98,41.533453,57,23,-30,234.4,1,1,35.210187712,15
"4475",5256,"TC8504_15_1","TC8504",15,"1985-09-09","12:33:48AM",103,22.68,41.565555,59,23,-45,248.7,1,1,35.242289712,15
"4476",5257,"TC8504_15_1","TC8504",15,"1985-09-09","12:34:08AM",108,22.38,41.4799,50,61,34.5,-30,263.6,1,35.156634712,15
"4477",5258,"TC8504_15_1","TC8504",15,"1985-09-09","12:34:28AM",113,21.91,41.405345,64,NA,34.5,0,279.1,1,35.082079712,15
"4478",5259,"TC8504_15_1","TC8504",15,"1985-09-09","12:34:48AM",122,21.624,41.3482,51,65,23,-30,293.3,1,35.024934712,15
"4479",5260,"TC8504_15_1","TC8504",15,"1985-09-09","12:35:08AM",130,21.15,41.303,51,67,34.5,-45,309.8,1,34.979734712,15
"4480",5261,"TC8504_15_1","TC8504",15,"1985-09-09","12:35:28AM",139,20.69,41.2435,52,69,23,-45,325.8,1,34.920234712,15
"4481",5262,"TC8504_15_1","TC8504",15,"1985-09-09","12:35:48AM",150,20.36,41.2008,52,70,23,-45,341.2,1,34.877534712,15
"4482",5263,"TC8504_15_1","TC8504",15,"1985-09-09","12:36:08AM",156,20.1,40.8946,43,72,34.5,-15,356.9,1,34.571334712,15
"4483",5264,"TC8504_15_1","TC8504",15,"1985-09-09","12:36:28AM",166,19.41,41.1618,52,73,17.25,-30,371.1,1,34.838534712,15
"4484",5265,"TC8504_15_1","TC8504",15,"1985-09-09","12:36:48AM",175,18.75,40.5792,49,74,17.25,-15,386.1,1,34.255934712,15
"4485",5266,"TC8504_15_1","TC8504",15,"1985-09-09","12:37:08AM",185,18.11,40.461,54,75,17.25,-30,401,1,34.137734712,15
"4486",5267,"TC8504_15_1","TC8504",15,"1985-09-09","12:37:28AM",194,17.82,40.054,47,77,23,-15,416.3,1,33.730734712,15
"4487",5268,"TC8504_15_1","TC8504",15,"1985-09-09","12:37:48AM",201,17.45,39.8839,42,79,23,-15.04,31.6,1,33.560634712,15
"4488",5269,"TC8504_15_1","TC8504",15,"1985-09-09","12:38:08AM",200,17.44,39.8844,42,82,34.5,0,446.31,1,33.561134712,15
"4489",5270,"TC8504_15_1","TC8504",15,"1985-09-09","12:38:28AM",199,17.6,39.356,84,83,69,-15,17.02,1,33.032734712,15
"4490",5271,"TC8504_15_2","TC8504",15,"1985-09-09","12:38:48PM",196,17.71,40.1893,43,7,34.5,0,32.8,2,33.866034712,15
"4491",5272,"TC8504_15_2","TC8504",15,"1985-09-09","12:39:08AM",194,17.72,40.1754,43,11,69,30,48.8,2,33.852134712,15
"4492",5273,"TC8504_15_2","TC8504",15,"1985-09-09","12:39:28AM",193,17.72,40.176,48,14,69,-15,62.3,2,33.852734712,15
"4493",5274,"TC8504_15_2","TC8504",15,"1985-09-09","12:39:48AM",191,17.78,40.1937,46,18,34.5,0,77.1,2,33.870434712,15
"4494",5275,"TC8504_15_2","TC8504",15,"1985-09-09","12:40:08AM",188,17.89,40.2592,47,22,69,15,NA,2,33.935934712,15
"4495",5276,"TC8504_15_2","TC8504",15,"1985-09-09","12:40:28AM",187,17.91,40.2756,48,26,69,0,107.5,2,33.952334712,15
"4496",5277,"TC8504_15_2","TC8504",15,"1985-09-09","12:40:48AM",186,17.94,40.2767,45,29,69,15,122,2,33.953434712,15
"4497",5278,"TC8504_15_2","TC8504",15,"1985-09-09","12:41:08PM",185,18.09,40.3107,47,33,34.5,0,137.5,2,33.987434712,15
"4498",5279,"TC8504_15_2","TC8504",15,"1985-09-09","12:41:28AM",184,18.11,40.3427,50,37,69,15,153.6,2,34.019434712,15
"4499",5280,"TC8504_15_2","TC8504",15,"1985-09-09","12:41:48PM",184,18.14,40.3277,49,40,69,0,167.6,2,34.004434712,15
"4500",5281,"TC8504_15_2","TC8504",15,"1985-09-09","12:42:08AM",182,18.18,40.3761,46,44,34.5,15,183.5,2,34.052834712,15
"4501",5282,"TC8504_15_2","TC8504",15,"1985-09-09","12:42:28AM",182,18.24,40.3925,50,48,69,0,199,2,34.069234712,15
"4502",5283,"TC8504_15_2","TC8504",15,"1985-09-09","12:42:48AM",181,18.28,40.3938,53,52,69,-15,214.1,2,34.070534712,15
"4503",5284,"TC8504_15_2","TC8504",15,"1985-09-09","12:43:08AM",180,18.32,40.4417,49,55,69,0,229.3,2,34.118434712,15
"4504",5285,"TC8504_15_2","TC8504",15,"1985-09-09","12:43:28AM",179,18.37,40.4587,54,59,69,-30,244.5,2,34.135434712,15
"4505",5286,"TC8504_15_2","TC8504",15,"1985-09-09","12:43:48PM",178,18.53,40.5086,51,63,69,-15,259.2,2,34.185334712,15
"4506",5332,"TC8504_15_3","TC8504",15,"1985-09-09","12:59:08AM",140,20.59,41.325,45,88,62,15,383.1,3,35.001734712,15
"4507",5333,"TC8504_15_3","TC8504",15,"1985-09-09","00:59:28
",140,20.65,41.3421,47,92,34.5,0,399.4,3,35.018834712,15
"4508",5334,"TC8504_15_3","TC8504",15,"1985-09-09","12:59:48PM",138,20.76,41.3774,48,96,69,0,415,3,35.054134712,15
"4509",5335,"TC8504_15_3","TC8504",15,"1985-09-09","1:00:08AM",137,20.8,41.3632,48,100,34.5,-15,431.3,3,35.039934712,15
"4510",5336,"TC8504_15_3","TC8504",15,"1985-09-09","1:00:28AM",136,20.82,41.3959,48,104,69,0,446.7,3,35.072634712,15
"4511",5337,"TC8504_15_3","TC8504",15,"1985-09-09","1:00:48AM",135,20.86,41.3974,49,107,69,15,462,3,35.074134712,15
"4512",5338,"TC8504_15_3","TC8504",15,"1985-09-09","1:01:08AM",133,21.02,41.434,48,111,69,0,478.5,3,35.110734712,15
"4513",5339,"TC8504_15_3","TC8504",15,"1985-09-09","1:01:28AM",133,21.07,41.451,47,115,69,0,494.6,3,35.127734712,15
"4514",5340,"TC8504_15_3","TC8504",15,"1985-09-09","1:01:48AM",129,21.22,41.473,52,120,69,0,510.1,3,35.149734712,15
"4515",5341,"TC8504_15_3","TC8504",15,"1985-09-09","1:02:08AM",127,21.48,41.5441,48,124,69,0,525.8,3,35.220834712,15
"4516",5342,"TC8504_15_3","TC8504",15,"1985-09-09","1:02:28AM",124,21.63,41.6132,48,128,34.5,15,541.3,3,35.289934712,15
"4517",5343,"TC8504_15_3","TC8504",15,"1985-09-09","1:02:48AM",122,21.84,41.6358,51,132,69,0,556.9,3,35.312534712,15
"4518",5344,"TC8504_15_3","TC8504",15,"1985-09-09","1:03:08AM",122,21.81,41.6508,53,0,69,0,0,3,35.327534712,15
"4519",5345,"TC8504_15_4","TC8504",15,"1985-09-09","1:03:28AM",123,21.75,41.0684,49,4,69,-15,18.6,4,34.745134712,15
"4520",5346,"TC8504_15_4","TC8504",15,"1985-09-09","1:03:48AM",121,21.88,41.6375,48,8,69,-15,34.1,4,35.314234712,15
"4521",5347,"TC8504_15_4","TC8504",15,"1985-09-09","1:04:08AM",120,21.9,41.6704,48,12,69,0,50.3,4,35.347134712,15
"4522",5348,"TC8504_15_4","TC8504",15,"1985-09-09","1:04:28AM",120,21.86,41.6852,47,16,69,15,66.5,4,35.361934712,15
"4523",5349,"TC8504_15_4","TC8504",15,"1985-09-09","1:04:48AM",117,22.02,41.6914,48,20,68.99,15,82,4,35.368134712,15
"4524",5350,"TC8504_15_4","TC8504",15,"1985-09-09","1:05:08AM",118,21.96,41.705,48,23,34.5,15,97,4,35.381734712,15
"4525",5351,"TC8504_15_4","TC8504",15,"1985-09-09","1:05:28AM",119,21.95,41.6882,49,27,69,0,114.2,4,35.364934712,15
"4526",5352,"TC8504_15_4","TC8504",15,"1985-09-09","1:05:48AM",119,21.94,41.7197,47,30,69,0,129.4,4,35.396434712,15
"4527",5353,"TC8504_15_4","TC8504",15,"1985-09-09","1:06:08AM",116,22.06,41.7248,55,34,69,-15,144.1,4,35.401534712,15
"4528",5354,"TC8504_15_4","TC8504",15,"1985-09-09","1:06:28AM",116,22.04,41.6926,46,38,34.5,15,160.4,4,35.369334712,15
"4529",5355,"TC8504_15_4","TC8504",15,"1985-09-09","1:06:48AM",117,22.04,41.692,47,42,68.99,-15,177.6,4,35.368734712,15
"4530",5356,"TC8504_15_4","TC8504",15,"1985-09-09","1:07:08AM",117,22.04,41.692,46,45,34.5,0,192.5,4,35.368734712,15
"4531",5357,"TC8504_15_4","TC8504",15,"1985-09-09","1:07:28AM",115,22.06,41.7096,46,49,69,30,208.2,4,35.386334712,15
"4532",5358,"TC8504_15_4","TC8504",15,"1985-09-09","1:07:48AM",115,22.06,41.7096,45,52,34.5,15,223.1,4,35.386334712,15
"4533",5359,"TC8504_15_4","TC8504",15,"1985-09-09","1:08:08AM",113,22.15,41.7134,52,56,69,-15,238.9,4,35.390134712,15
"4534",5360,"TC8504_15_4","TC8504",15,"1985-09-09","1:08:28AM",113,22.14,41.729,46,60,69,0,NA,4,35.405734712,15
"4535",5361,"TC8504_15_4","TC8504",15,"1985-09-09","1:08:48AM",112,22.14,41.7138,46,63,34.5,15,269.2,4,35.390534712,15
"4536",5362,"TC8504_15_4","TC8504",15,"1985-09-09","1:09:08AM",112,22.14,41.7296,45,67,69,15,285.7,4,35.406334712,15
"4537",5363,"TC8504_15_4","TC8504",15,"1985-09-09","1:09:28AM",112,22.15,41.7299,45,70,69,15,301.5,4,35.406634712,15
"4538",5364,"TC8504_15_4","TC8504",15,"1985-09-09","1:09:48AM",112,22.15,41.7299,45,74,34.5,0,317.3,4,35.406634712,15
"4539",5365,"TC8504_15_4","TC8504",15,"1985-09-09","1:10:08AM",112,22.28,41.7178,47,77,69,-15,332,4,35.394534712,15
"4540",5366,"TC8504_15_4","TC8504",15,"1985-09-09","1:10:28AM",107,22.41,41.7723,46,82,69,15,346.9,4,35.449034712,15
"4541",5367,"TC8504_15_4","TC8504",15,"1985-09-09","1:10:48AM",108,22.42,41.7719,50,85,69,-15,362.5,4,35.448634712,15
"4542",5368,"TC8504_15_4","TC8504",15,"1985-09-09","1:11:08AM",107,22.43,41.7728,47,89,34.5,NA,378.9,4,35.449534712,15
"4543",5369,"TC8504_15_4","TC8504",15,"1985-09-09","1:11:28AM",108,22.44,41.7883,51,93,69,-15,395.3,4,35.465034712,15
"4544",5372,"TC8504_15_4","TC8504",15,"1985-09-09","1:12:28AM",107,22.5,41.7749,47,104,69,0,443.8,4,35.451634712,15
"4545",5373,"TC8504_15_4","TC8504",15,"1985-09-09","1:12:48AM",105,22.66,41.7969,48,108,68.99,-15,458.2,4,35.473634712,15
"4546",5374,"TC8504_15_4","TC8504",15,"1985-09-09","1:13:08AM",106,22.62,41.795,48,111,69,-15,475.3,4,35.471734712,15
"4547",5375,"TC8504_15_4","TC8504",15,"1985-09-09","1:13:28AM",105,22.64,41.812147,NA,115,69,15,490.8,4,35.488881712,15
"4548",5376,"TC8504_15_4","TC8504",15,"1985-09-09","1:13:48AM",103,22.7,41.8152,48,119,34.5,0,505.9,4,35.491934712,15
"4549",5377,"TC8504_15_4","TC8504",15,"1985-09-09","1:14:08AM",103,22.75,41.7851,46,122,69,0,519.8,4,35.461834712,15
"4550",5378,"TC8504_15_5","TC8504",15,"1985-09-09","1:15:08AM",99,22.85,41.8066,49,1,69,0,536.6,5,35.483334712,15
"4551",5379,"TC8504_15_5","TC8504",15,"1985-09-09","1:15:28AM",102,22.8,41.2318,47,4,34.5,-30,552,5,34.908534712,15
"4552",5380,"TC8504_15_5","TC8504",15,"1985-09-09","1:15:48AM",102,22.78,41.8341,43,7,34.5,15,4.3,5,35.510834712,15
"4553",5381,"TC8504_15_5","TC8504",15,"1985-09-09","1:16:08AM",102,22.78,41.8183,42,11,69,0,16.3,5,35.495034712,15
"4554",5382,"TC8504_15_5","TC8504",15,"1985-09-09","1:16:28AM",101,22.84,41.8051,43,14,34.5,0,32.5,5,35.481834712,15
"4555",5383,"TC8504_15_5","TC8504",15,"1985-09-09","1:16:48AM",101,22.86,41.8057,48,17,69,0,49,5,35.482434712,15
"4556",5384,"TC8504_15_5","TC8504",15,"1985-09-09","1:17:08AM",99,22.9,41.8082,43,21,69,15,64,5,35.484934712,15
"4557",5385,"TC8504_15_5","TC8504",15,"1985-09-09","1:17:02",97,22.96,41.8273,42,24,69,30,79.6,5,35.504034712,15
"4558",5386,"TC8504_15_5","TC8504",15,"1985-09-09","1:17:04",97,23.01,41.8289,41,27,34.5,15,94.5,5,35.505634712,15
"4559",5387,"TC8504_15_5","TC8504",15,"1985-09-09","1:18:00",97,23.03,41.8138,41,31,69,0,107.7,5,35.490534712,15
"4560",5388,"TC8504_15_5","TC8504",15,"1985-09-09","1:18:28AM",95,23.05,41.8314,44,34,69,0,121.9,5,35.508134712,15
"4561",5389,"TC8504_15_5","TC8504",15,"1985-09-09","1:18:48AM",94,23.07,41.817,41,37,34.5,0,139.4,5,35.493734712,15
"4562",5390,"TC8504_15_5","TC8504",15,"1985-09-09","1:19:08AM",93,23.1,41.8186,42,40,69,0,152.1,5,35.495334712,15
"4563",5391,"TC8504_15_5","TC8504",15,"1985-09-09","1:19:28AM",91,23.14,41.8212,42,44,34.5,0,166.7,5,35.497934712,15
"4564",5392,"TC8504_15_5","TC8504",15,"1985-09-09","1:19:48AM",90,23.14,41.8219,41,47,34.5,30,182,5,35.498634712,15
"4565",5393,"TC8504_15_5","TC8504",15,"1985-09-09","1:20:08AM",90,23.13,41.8373,45,50,34.5,0,225.6,5,35.514034712,15
"4566",5394,"TC8504_15_5","TC8504",15,"1985-09-09","1:20:28AM",91,23.15,41.8215,42,52,34.5,0,238.1,5,35.498234712,15
"4567",5395,"TC8504_15_5","TC8504",15,"1985-09-09","1:20:48AM",93,23.14,41.82,42,55,69,-15,252.9,5,35.496734712,15
"4568",5396,"TC8504_15_5","TC8504",15,"1985-09-09","1:21:08AM",93,23.11,41.8189,39,58,34.5,15,268.1,5,35.495634712,15
"4569",5397,"TC8504_15_5","TC8504",15,"1985-09-09","1:21:28AM",91,23.15,41.8058,40,62,69,15,284.1,5,35.482534712,15
"4570",5398,"TC8504_15_5","TC8504",15,"1985-09-09","1:21:48AM",87,23.21,41.8104,42,65,68.99,30,297.2,5,35.487134712,15
"4571",5399,"TC8504_15_5","TC8504",15,"1985-09-09","1:22:08AM",84,23.27,41.83,39,68,69,30,310.9,5,35.506734712,15
"4572",5400,"TC8504_15_5","TC8504",15,"1985-09-09","1:22:28AM",81,23.46,41.8229,40,72,34.5,15,325.9,5,35.499634712,15
"4573",5401,"TC8504_15_5","TC8504",15,"1985-09-09","1:22:48AM",79,23.5,41.8413,41,75,68.99,15,337.4,5,35.518034712,15
"4574",5402,"TC8504_15_5","TC8504",15,"1985-09-09","1:23:08AM",78,23.51,41.8422,43,78,34.5,0,351.4,5,35.518934712,15
"4575",5403,"TC8504_15_5","TC8504",15,"1985-09-09","1:23:28AM",79,23.49,41.8566,45,81,34.5,-15,365.5,5,35.533334712,15
"4576",5404,"TC8504_15_5","TC8504",15,"1985-09-09","1:23:48AM",78,23.51,41.858,45,84,69,0,380.9,5,35.534734712,15
"4577",5405,"TC8504_15_5","TC8504",15,"1985-09-09","1:24:08AM",77,23.52,41.8747,46,88,69,15,395.3,5,35.551434712,15
"4578",5406,"TC8504_15_5","TC8504",15,"1985-09-09","1:24:28AM",79,23.47,41.8559,46,91,69,0,410.6,5,35.532634712,15
"4579",5407,"TC8504_15_5","TC8504",15,"1985-09-09","1:24:48AM",83,23.28,41.8625,44,93,34.5,0,426.1,5,35.539234712,15
"4580",5408,"TC8504_15_5","TC8504",15,"1985-09-09","1:25:08AM",84,23.34,41.8797,49,96,34.5,-15,441.1,5,35.556434712,15
"4581",5409,"TC8504_15_5","TC8504",15,"1985-09-09","1:25:28AM",83,23.26,41.8303,45,100,34.5,15,456.9,5,35.507034712,15
"4582",5410,"TC8504_15_5","TC8504",15,"1985-09-09","1:25:48AM",85,23.24,41.8284,45,103,69,-15,472.1,5,35.505134712,15
"4583",5411,"TC8504_15_5","TC8504",15,"1985-09-09","1:26:08AM",82,23.26,41.8467,45,107,34.5,15,487.4,5,35.523434712,15
"4584",5412,"TC8504_15_5","TC8504",15,"1985-09-09","1:26:28AM",80,23.31,41.8339,45,111,69,30,503,5,35.510634712,15
"4585",5413,"TC8504_15_5","TC8504",15,"1985-09-09","1:26:48AM",82,23.28,41.8474,47,114,68.99,-15,517.8,5,35.524134712,15
"4586",5414,"TC8504_15_5","TC8504",15,"1985-09-09","1:27:08AM",82,23.33,41.9122,47,117,69,-30,533.9,5,35.588934712,15
"4587",5415,"TC8504_15_5","TC8504",15,"1985-09-09","1:27:28AM",82,23.32,41.8173,45,120,69,-15,548.9,5,35.494034712,15
"4588",5416,"TC8504_15_5","TC8504",15,"1985-09-09","1:27:48AM",80,23.41,41.8374,41,124,68.99,0,564.2,5,35.514134712,15
"4589",5417,"TC8504_15_6","TC8504",15,"1985-09-09","1:28:08AM",81,23.4,39.7831,39,2,34.5,0,6,6,33.459834712,15
"4590",5418,"TC8504_15_6","TC8504",15,"1985-09-09","1:28:28AM",82,23.4,41.8358,41,4,34.5,-15,18,6,35.512534712,15
"4591",5419,"TC8504_15_6","TC8504",15,"1985-09-09","1:28:48AM",81,23.44,41.8221,40,7,34.5,0,32.8,6,35.498834712,15
"4592",5420,"TC8504_15_6","TC8504",15,"1985-09-09","1:29:08AM",79,23.46,41.8556,38,10,34.5,30,44.6,6,35.532334712,15
"4593",5421,"TC8504_15_6","TC8504",15,"1985-09-09","1:29:28AM",80,23.44,41.8228,42,13,34.5,0,59.3,6,35.499534712,15
"4594",5422,"TC8504_15_6","TC8504",15,"1985-09-09","1:29:48AM",80,23.47,41.8396,43,16,69,-15,74.9,6,35.516334712,15
"4595",5423,"TC8504_15_6","TC8504",15,"1985-09-09","1:30:08AM",78,23.48,41.8569,39,19,34.5,0,86.5,6,35.533634712,15
"4596",5424,"TC8504_15_6","TC8504",15,"1985-09-09","1:30:20AM",75,23.52,41.8602,41,23,69,0,102.7,6,35.536934712,15
